,pessoaID,solicitacaoID,historicoID,idadePessoa,salarioAnualPessoa,moradiaPessoa,tempoTrabalhoPessoa,motivoEmprestimo,pontuacaoEmprestimo,totalEmprestimo,taxaJuros,statusInadimplencia,comprometimentoRendaPorcentagem,pessoaInadimplente,tempoUltimaSolicitacaoCredito
148,8K1nG6bg-EO81,rnjm1JWT-KiCZ,Hsuhb2up-qL4q,27.0,54000.0,Aluguel,2.0,Médico,B,20000.0,10.99,1.0,0.37,N,8
149,sQn0b9mY-8A7o,AsvXlkBJ-DqgJ,6zkFQ3oX-akfd,39.0,88400.0,Hipotecada,20.0,Médico,F,25000.0,18.3,1.0,0.24,N,13
150,83iuBO6H-NTNb,0Bj86lXi-5zWT,YLqn4MZU-PHHv,22.0,110000.0,Aluguel,3.0,Pagamento de débitos,B,12600.0,10.75,0.0,0.11,N,2
151,QL83CEXC-T0px,17fnI3sH-eCfx,zCUWycif-t05v,36.0,32000.0,Própria,0.0,Educativo,A,1200.0,7.14,0.0,0.04,N,16
152,ogjcfsMo-4O7C,vhqf1mUH-PAD9,hMNsTBOW-ZOfy,45.0,100000.0,Hipotecada,16.0,Pessoal,A,16000.0,6.62,0.0,0.16,N,16
153,czXhEh29-2WH6,qjrPZ8vh-1gOB,dmWRWfbG-SQv5,24.0,34132.0,Aluguel,0.0,Educativo,B,12000.0,10.62,1.0,0.35,N,3
154,4aSKEPfa-vK8L,9O0taQGL-tpaR,nRliETn1-7xcP,22.0,116000.0,Hipotecada,3.0,Pagamento de débitos,B,12000.0,10.25,0.0,0.1,N,4
155,fBvkExeo-xmxs,0KCzfJSR-uww5,Pjdk3rPT-3o1B,27.0,95004.0,Hipotecada,1.0,Pessoal,A,15000.0,7.51,0.0,0.16,N,9
156,n36XDkyd-pHI0,0r9h84TW-h5ho,WaTZ7qo2-XB54,27.0,65000.0,Hipotecada,0.0,Melhora do lar,D,22000.0,14.09,0.0,0.34,Y,6
157,wwx8gF2c-TwQF,A4Nc4aJT-shcb,sIy5ghBk-fnHW,36.0,45000.0,Aluguel,14.0,Pagamento de débitos,B,6000.0,9.99,0.0,0.13,N,12
158,SP1RTUfs-WLAJ,oeTRakX6-OMux,R879xwdO-0dcD,25.0,26004.0,Hipotecada,3.0,Educativo,B,10000.0,9.91,0.0,0.38,N,2
159,zAGYhdqJ-pD7D,4cXZj28b-TIKj,4pfUPfsE-8Ltp,30.0,43000.0,Aluguel,1.0,Médico,A,3200.0,8.0,0.0,0.07,N,5
160,9UwxtzKc-Cxas,eNglPlbm-eMQ3,svLGCqUl-rZx4,24.0,37000.0,Aluguel,1.0,Pagamento de débitos,A,6000.0,7.66,0.0,0.16,N,2
161,3569kZQ9-G0xf,BHcRxbQF-yQuF,fL9WrDHi-mfiz,23.0,39000.0,Aluguel,5.0,Pessoal,C,8400.0,13.79,1.0,0.22,N,2
162,hlAhOY05-xDxe,BGXgJ9v9-XFPh,2yJrbEK7-1c2d,27.0,96000.0,Aluguel,3.0,Melhora do lar,A,10000.0,7.88,0.0,0.1,N,10
163,JYwzUCRW-5cTG,N5Z2X90U-6ABy,gObjiAkd-7uh7,22.0,25000.0,Aluguel,0.0,Pessoal,A,7500.0,7.51,0.0,0.3,N,4
164,IkLfOAsN-7aLs,DX2CbLdW-ZGAe,ZxTaW5XR-7AzU,25.0,42000.0,Aluguel,2.0,Educativo,A,3150.0,5.79,0.0,0.07,N,4
165,O2Iwu1Ef-8pkD,TmbcgLoZ-td24,4ASQ4c2n-FI9h,34.0,80000.0,Aluguel,4.0,Educativo,A,5000.0,6.17,0.0,0.06,N,8
166,ToIZryHX-ZcX8,13YbkSU7-3Ugy,yorxrujQ-ezKi,27.0,32500.0,Própria,3.0,Pessoal,A,5000.0,6.62,0.0,0.15,N,8
167,38mZuJnx-h9xx,4lixrbzF-PaML,8JfHW27Z-93RO,26.0,62500.0,Aluguel,7.0,Médico,C,12000.0,12.23,0.0,0.19,Y,4
168,fouL80A0-GSbF,ozHrj2lo-1sBq,MbRLoU9m-0E32,28.0,39000.0,Aluguel,6.0,Médico,D,8000.0,14.91,1.0,0.21,Y,7
169,6CAkaOtT-FlLe,ykDz5OWa-e5CU,BxwOdxv2-yLTm,25.0,38000.0,Aluguel,9.0,Pessoal,E,15000.0,16.45,1.0,0.39,Y,3
170,poyAMKgU-uJSs,DUutd1es-u6fa,2oxCiiub-3GWu,23.0,62400.0,Aluguel,0.0,Empreendimento ,A,12000.0,6.91,0.0,0.19,N,3
171,sshB2Y6q-HZlx,n2vpquGb-uELg,8Es6aPbA-kObU,25.0,72893.0,Hipotecada,9.0,Pessoal,C,20000.0,13.22,0.0,0.27,N,2
172,EJhjEgBZ-XQul,RO9geFAv-Zmvo,0FzqUdab-3hdr,23.0,98000.0,Própria,6.0,Educativo,D,10000.0,18.07,0.0,0.1,Y,3
173,wGOHpYfr-Ho1s,sG1126TZ-ggJa,FPupAvlz-wCFO,25.0,69000.0,Hipotecada,10.0,Pagamento de débitos,D,15000.0,14.54,1.0,0.22,Y,3
174,UDNED31r-Yqam,Fa20k898-kGDv,AY55mLPv-XUuZ,24.0,78300.0,Aluguel,2.0,Empreendimento ,A,7000.0,6.03,0.0,0.09,N,3
175,pyds3XGU-7RRS,ISD4mFw4-GnYT,tnMfN0C9-fLm4,24.0,59400.0,Aluguel,8.0,Pagamento de débitos,A,6000.0,7.9,0.0,0.1,N,3
176,Ke9GAsjD-4ICN,OXFo4pfx-G9Rd,p25AZZxp-C9Dd,33.0,59000.0,Aluguel,17.0,Médico,B,9600.0,9.91,0.0,0.16,N,8
177,TvFLlPq4-d6Ut,tIhAcJpJ-TrR1,KGYuwe7D-gzzC,38.0,47000.0,Hipotecada,5.0,Pagamento de débitos,A,11000.0,8.9,0.0,0.23,N,16
178,YxUU8YWe-vKbX,msLZyGsW-KgAY,al8AGrd3-j25z,46.0,65000.0,Aluguel,1.0,Educativo,B,6000.0,12.69,0.0,0.09,N,13
179,Kb4PsvNv-SGZE,WTWrFsEz-5pSh,Yn70yTJ8-Uq0M,31.0,40000.0,Própria,0.0,Médico,D,15000.0,15.31,0.0,0.38,Y,10
180,k892F3RW-F22m,uNUTkfc3-DL2C,RA6KUqnJ-IbNB,31.0,17000.0,Aluguel,3.0,Empreendimento ,B,4575.0,11.48,1.0,0.27,N,7
181,nZYhdwrm-Jvex,HgYeyqDD-TNQq,58szYr4u-5m4i,32.0,64052.0,Aluguel,3.0,Melhora do lar,B,4875.0,10.74,0.0,0.08,N,9
182,YQSPRnMp-mlKs,tWeO8aS1-phFZ,H27xlEfQ-4BaU,23.0,75000.0,Aluguel,3.0,Pessoal,E,23575.0,14.5,1.0,0.31,N,4
183,5BrdDgLF-LzmU,lwa7l9zy-Xwkh,cNDFl3YT-8yyB,22.0,55000.0,Aluguel,6.0,Educativo,A,5000.0,6.91,0.0,0.09,N,2
184,2hWbgp3A-RXnZ,XFmTGYpN-UNA4,zI84ACqa-NO0o,25.0,40000.0,Aluguel,0.0,Empreendimento ,B,5925.0,11.11,0.0,0.15,N,3
185,BhcnG6vh-Nz4d,7Ce4JU99-aZsH,eJoy9aka-3IDa,34.0,39000.0,Aluguel,5.0,Melhora do lar,B,7200.0,11.71,1.0,0.18,N,5
186,PgRga5F9-URRk,cEkql9QQ-48z5,J1uh16aR-uxuo,27.0,78000.0,Aluguel,4.0,Pessoal,B,24000.0,10.99,1.0,0.31,N,10
187,PBrDNjgD-39L3,6goUvcYq-0O9a,y5t7kDMs-BgrL,23.0,120000.0,Hipotecada,2.0,Educativo,A,6000.0,6.76,0.0,0.05,N,3
188,ps4zPWf8-I13A,ofdvyPmK-rO33,bl5Aj3mH-0GwE,31.0,48000.0,Própria,0.0,Melhora do lar,B,1600.0,9.99,0.0,0.03,N,8
189,mIkHqOnk-8R8M,DECcw4MQ-JXeu,B91Q2jre-dlQO,23.0,65000.0,Hipotecada,3.0,Educativo,A,8000.0,7.14,0.0,0.12,N,4
190,nfq9aCe1-KJj5,WHAo9aUd-sqSM,qpZl0arQ-P0Zv,22.0,74500.0,Hipotecada,6.0,Empreendimento ,C,8000.0,15.96,0.0,0.11,N,3
191,cR07LuR0-mwEf,NfK1bRyz-vKQ8,LUhAig72-ipo2,23.0,72000.0,Aluguel,7.0,Pessoal,B,10000.0,10.59,0.0,0.14,N,4
192,p0NCS6cg-qLG2,LyeX8LGo-1nAP,Wxl4jSx4-f2F8,21.0,24000.0,Aluguel,5.0,Educativo,B,2000.0,11.14,0.0,0.08,N,4
193,1WMzk5W9-2BGN,w95JTGMZ-oN61,s03kLMUF-1oUP,25.0,37000.0,Aluguel,2.0,Empreendimento ,B,3325.0,11.49,0.0,0.09,N,3
194,sr3oJJ9J-i3KE,2k7rn9XE-wEw6,dBchjssk-sHbf,24.0,60000.0,Hipotecada,0.0,Pessoal,B,15000.0,11.89,0.0,0.25,N,2
195,2JNXjB5o-hpRd,T9YD4imY-f0JM,vzbKF2YY-8I8Y,23.0,78000.0,Aluguel,5.0,Educativo,D,2300.0,17.58,0.0,0.03,Y,2
196,XtFSI7aE-H3BR,GZFW97bw-I7dk,Arvsjrs0-nB3y,58.0,49000.0,Hipotecada,34.0,Médico,D,7500.0,13.55,1.0,0.15,Y,24
197,Wsg5IBUZ-gPEg,ZO4a7e04-zXG3,TgmOB74j-A1hU,34.0,18000.0,Aluguel,0.0,Pagamento de débitos,B,1500.0,11.48,1.0,0.08,N,8
198,Xv0bwI7M-Qecz,aLMIRqy1-3O8q,ZteA93LX-ZKtj,31.0,47000.0,Hipotecada,6.0,Médico,C,20000.0,13.49,0.0,0.43,N,5
199,L7b4WzY7-m9MO,PXgRuoOC-QhS4,ffZ661Jf-WOQx,27.0,69000.0,Hipotecada,3.0,Educativo,B,4000.0,11.49,1.0,0.06,N,8
200,WqZJaTea-ucY5,zh0H4Wl9-NXa9,SZh9TJYy-xN9Z,26.0,51996.0,Hipotecada,10.0,Pessoal,B,1500.0,9.7,0.0,0.03,N,3
201,yWPx5hNL-ckyq,Qs0Em1Bi-1r9J,8MW0KJwU-pnhT,24.0,91800.0,Hipotecada,0.0,Médico,C,16000.0,14.22,1.0,0.15,N,4
202,XumE5Zv9-gvMe,fWYGGAXM-ZNjJ,L6F7XNJa-yjaQ,23.0,30000.0,Própria,5.0,Pessoal,B,3000.0,12.18,0.0,0.1,N,2
203,l9E1bREC-7EwI,4AGmZUoT-W5Rs,eeZ6ufCf-5IYs,28.0,39000.0,Aluguel,6.0,Pagamento de débitos,A,5000.0,5.99,1.0,0.13,N,7
204,HRT3wzqE-1Oc6,DWFwW33H-miED,yf3YnaFb-9mcU,21.0,30000.0,Aluguel,2.0,Pagamento de débitos,D,12250.0,14.59,1.0,0.41,Y,3
205,iZ7Rxorn-y7CR,j7kIhjbn-x3Xj,QBt9vtXp-4gxQ,25.0,49244.0,Aluguel,3.0,Educativo,A,8000.0,8.0,0.0,0.16,N,3
206,EbK8pAhP-qrNe,oZwyvw1E-fN0S,LXTSCpdW-veiT,24.0,50000.0,Aluguel,6.0,Pessoal,A,4000.0,7.66,0.0,0.08,N,4
207,oFC1XDv6-abaY,6Kdj1wpX-Ov7J,eyITxeQ1-eBt5,36.0,46000.0,Hipotecada,3.0,Empreendimento ,A,8000.0,5.42,0.0,0.17,N,15
208,A7bSNUIY-Tsun,9fS6JDBm-WHy9,oOHPi9CN-6UEN,34.0,105000.0,Hipotecada,14.0,Empreendimento ,A,12000.0,6.99,0.0,0.11,N,5
209,hofEcqwg-fDfa,LvZKiZr2-9ofL,jGcK6Zdc-cG02,30.0,108800.0,Hipotecada,2.0,Médico,E,15000.0,16.35,1.0,0.12,N,8
210,hwapvLIF-2PAR,SLA0hIlF-8bIC,6KPB36jm-wtW8,24.0,30000.0,Aluguel,2.0,Pagamento de débitos,C,3350.0,14.72,0.0,0.11,Y,2
211,s5wkrP34-cR8L,BxbbE7WH-CdlL,X5bNpUip-nm4l,22.0,103000.0,Hipotecada,6.0,Pessoal,B,15000.0,9.63,1.0,0.15,N,4
212,MYeEXwIA-Lnw1,zxIr5KfM-I5tX,NtPCcGzU-4g0G,36.0,40000.0,Aluguel,2.0,Educativo,C,11250.0,14.27,0.0,0.28,N,12
213,47blNXGU-lWNZ,Nvis2651-oc0F,ZW49t6eE-Awsa,31.0,30000.0,Aluguel,5.0,Médico,B,7000.0,11.99,0.0,0.23,N,8
214,z67n0Qy0-EDeH,NuN06tql-ou7x,4Uso2dH9-qN6A,35.0,67000.0,Hipotecada,10.0,Pessoal,A,3300.0,7.88,0.0,0.05,N,6
215,74JOTgMS-5pfl,UoK5vp54-4gHp,nMnJSJ0I-eBys,24.0,134000.0,Hipotecada,2.0,Pagamento de débitos,D,25000.0,14.83,1.0,0.19,N,4
216,baude58f-2pQu,QqFFq9BH-nY1E,FLpmvoJF-m0lr,24.0,50000.0,Hipotecada,7.0,Melhora do lar,C,6000.0,13.99,0.0,0.12,Y,4
217,csunA2fr-zGyc,SbM9fH1J-Wjqd,04iE6FsM-RH69,20.0,65000.0,Hipotecada,4.0,Empreendimento ,B,4800.0,9.99,0.0,0.07,N,4
218,Dt0bhEHM-Ua6p,K3Zar92f-Obj7,njo4j6Kf-ukba,24.0,110000.0,Hipotecada,8.0,Pessoal,A,27300.0,7.51,0.0,0.25,N,3
219,K7zoRhxn-eb7l,lRo3zwU2-PRH7,0Rqls6p8-2YNy,28.0,20292.0,Aluguel,3.0,Empreendimento ,B,3900.0,12.53,0.0,0.19,N,9
220,oIXFoFUb-vI0t,1XefZGeT-AFDp,SEStr493-eBAw,23.0,58000.0,Própria,4.0,Médico,C,6400.0,13.48,0.0,0.11,Y,3
221,7ZuvyXOR-xwEY,MMcIX8ZE-v8LE,4m5fpTRE-G6wQ,27.0,129900.0,Hipotecada,11.0,Médico,B,3100.0,11.11,0.0,0.02,N,8
222,0gXaKyOO-ckdF,pGs5ySOL-WFIp,v0BaIqrq-yjOK,24.0,95000.0,Aluguel,8.0,Pessoal,D,17200.0,17.58,0.0,0.18,N,3
223,mF9i7UIx-Yihk,wwXRseXW-XMpi,S5EN47u9-xgGL,29.0,60000.0,Hipotecada,3.0,Pessoal,A,7200.0,7.88,0.0,0.12,N,7
224,5UAjPi9w-19sy,zfm7vp4G-GXDj,wdYxBxOo-rstP,31.0,39420.0,Aluguel,0.0,Médico,C,2500.0,15.27,0.0,0.06,Y,8
225,S4vTtBZi-84KD,I8EcCrX7-rHa9,qrIoQJjF-cAFz,35.0,75000.0,Hipotecada,5.0,Pagamento de débitos,C,4000.0,14.27,0.0,0.05,Y,5
226,dN39htvu-Oymj,6TY3n4yr-iH2S,gTfKXGcK-FNsc,29.0,46000.0,Aluguel,6.0,Empreendimento ,B,4000.0,9.99,0.0,0.09,N,9
227,JNDjmpun-NeuD,PUaGvDkw-s4T1,mWhCDiZW-yScC,26.0,39000.0,Hipotecada,4.0,Pagamento de débitos,D,5000.0,13.67,1.0,0.13,N,3
228,yY1ji7CA-fb7J,cu3YaQiE-PQqb,Ct5K4ekP-of6g,27.0,79000.0,Hipotecada,4.0,Pessoal,A,9000.0,6.76,0.0,0.11,N,10
229,B2r7BZjc-UMNt,alkMGwgH-Gj4f,KaO7e98q-Tiig,22.0,58900.0,Aluguel,2.0,Médico,C,14900.0,13.57,0.0,0.25,N,3
230,OS1i9i90-wMCM,o1t0l6ik-vcaC,DERPHTh9-nqpp,23.0,100000.0,Hipotecada,7.0,Educativo,A,15000.0,7.88,0.0,0.15,N,4
231,Bs7Yh3j6-WknZ,7ufZWHrw-Ehg3,905ZKgxa-Ujtl,25.0,120000.0,Aluguel,2.0,Pessoal,A,15000.0,7.51,0.0,0.13,N,2
232,sivxvMRL-1mU1,Fn8ZoQo7-uJ56,okv16GaO-5WCN,31.0,73000.0,Hipotecada,4.0,Pagamento de débitos,F,16000.0,19.41,1.0,0.22,N,7
233,Nu0P10J0-PBJC,ssYFDnhD-TyHC,cND6TCqh-BJPy,27.0,54400.0,Hipotecada,11.0,Médico,D,11000.0,15.33,1.0,0.17,Y,10
234,TgvaL1rI-3dtN,Zt2XMLin-qYuT,aYWDcHpH-CawH,23.0,60000.0,Aluguel,3.0,Educativo,B,20000.0,12.21,1.0,0.33,N,2
235,hojP5LoE-aKHo,jrjF3EhZ-8aPz,9Z9YqP7f-RZtz,28.0,110000.0,Hipotecada,12.0,Melhora do lar,B,3500.0,11.49,0.0,0.03,N,10
236,U0Bbc4IS-49qW,bzb1oiwd-5BH7,5PIzp11R-1UHS,32.0,70197.0,Hipotecada,9.0,Pagamento de débitos,A,4100.0,7.51,0.0,0.06,N,6
237,IAtTN3Dz-zMh9,K6cQHCXI-AWgY,rO03iPDr-Gha6,30.0,120000.0,Hipotecada,5.0,Pagamento de débitos,B,5000.0,10.38,0.0,0.04,N,9
238,xwxxE1Wy-Q6DQ,u4ws8UqB-mjK3,TmjTYHWG-jIcA,23.0,52000.0,Aluguel,1.0,Pessoal,C,25000.0,13.22,1.0,0.48,N,2
239,5rdd5uh3-Bk2x,bbJvfWud-ypZz,tMptKweQ-xpJh,26.0,47000.0,Hipotecada,0.0,Pessoal,A,3000.0,5.79,0.0,0.06,N,2
240,rN4uqEAp-hQ3t,v0hzEdfK-OMzy,WRIZRGDT-QI76,28.0,33000.0,Aluguel,0.0,Empreendimento ,D,3200.0,14.42,1.0,0.1,Y,6
241,s35PuRuK-m0Rn,PbA4rBjq-ooxH,Qmbi9lEM-BQzA,22.0,88000.0,Aluguel,6.0,Empreendimento ,B,28000.0,9.91,1.0,0.32,N,3
242,MB59rWQz-yWLu,02B5rBQG-mjhr,wM9fyST7-wu97,25.0,45000.0,Hipotecada,0.0,Empreendimento ,B,7500.0,10.39,0.0,0.17,N,3
243,SHJstEie-XoIE,iU6Kvpfa-9Wx6,1rxuU5lW-Rr4j,25.0,123144.0,Aluguel,2.0,Médico,B,12000.0,10.75,0.0,0.1,N,2
244,zuw7rEnG-UegN,sPJFnYGI-PIN4,nT3Jqo4j-2bSx,23.0,30000.0,Aluguel,0.0,Educativo,C,8400.0,14.65,0.0,0.28,N,3
245,9QHvP0Pf-JDrc,66jnRvGk-0gHU,wXurSTSP-9CgL,33.0,32400.0,Aluguel,8.0,Educativo,A,11000.0,6.99,1.0,0.34,N,10
246,sx200D8t-sRot,psWjYLWt-8X8G,kxoH4yUA-goGz,24.0,53117.0,Aluguel,1.0,Pessoal,C,2000.0,13.79,0.0,0.04,N,2
247,A2bdRHrl-hfst,aurk3KSg-RWJh,pbXjzh2q-o9Fp,33.0,86000.0,Aluguel,0.0,Pagamento de débitos,A,4700.0,9.63,0.0,0.05,N,7
248,SOrS9HCi-0veG,d6EYrWLd-FqSw,u5hUyHD7-fMLU,34.0,39000.0,Aluguel,0.0,Pagamento de débitos,B,7500.0,9.45,1.0,0.19,N,9
249,oI4mI4Sh-QpUx,ayPqhqar-7YAP,qr2Q7QxW-jAE3,30.0,66000.0,Hipotecada,15.0,Empreendimento ,B,15000.0,11.14,0.0,0.23,N,8
250,BeHpvdWD-PthZ,vZUr6gvF-m7BY,lSZTEhHC-3nCa,27.0,105000.0,Hipotecada,7.0,Educativo,A,11000.0,7.49,0.0,0.1,N,5
251,AN0Tv8Sl-Jdw9,K35HQxvr-EgfQ,050HN82m-mgF4,24.0,9600.0,Aluguel,3.0,Educativo,C,1300.0,12.73,1.0,0.14,N,2
252,OrUsosBy-jMKb,fg944A8i-NRle,fYw76FWg-HSfR,25.0,38000.0,Aluguel,9.0,Médico,B,4800.0,11.71,0.0,0.13,N,4
253,UG6D0swS-iqoA,II9zpHES-sxva,6PmcyFir-pD80,26.0,50000.0,Aluguel,2.0,Pessoal,A,10000.0,8.49,0.0,0.2,N,3
254,HBPsJWQi-orZo,jOTfuk7M-IBwY,ce1pfXlJ-M83G,24.0,59000.0,Hipotecada,3.0,Pagamento de débitos,C,6800.0,12.53,1.0,0.12,Y,4
255,SHU8SdnW-Q7eQ,EM27KFOI-3CCU,mSLfIKgm-uYZp,31.0,24996.0,Aluguel,0.0,Pagamento de débitos,C,5000.0,12.99,1.0,0.2,N,8
256,fdlNcN4b-3bZA,f8lj6ApL-7xCK,UhgqCZI4-lznJ,27.0,34000.0,Própria,7.0,Educativo,C,8000.0,12.53,0.0,0.24,N,10
257,gn25ETRU-X47p,Cg6NcAxl-tY7n,65Qi276R-lWMC,24.0,30000.0,Aluguel,2.0,Pagamento de débitos,C,1500.0,14.22,0.0,0.05,Y,4
258,btZaFYfo-TYgi,GrDbEWpw-9Bg8,k5p80Kgm-6z5C,31.0,65000.0,Aluguel,2.0,Educativo,B,6000.0,11.49,0.0,0.09,N,6
259,GQRbd31B-Do0D,hJMkjodg-y3vo,vDMgpOwb-MWke,31.0,24000.0,Própria,14.0,Pessoal,D,2000.0,16.29,0.0,0.08,N,9
260,u9LpQe55-ZOBC,cXiRxARO-WIkg,4hnNMDG2-lUHN,22.0,65100.0,Aluguel,3.0,Educativo,E,6000.0,16.2,0.0,0.09,N,4
261,uMI5lnzZ-YqUr,bzfrW7od-6cXU,5yCsTgGs-EkEf,30.0,98000.0,Aluguel,14.0,Pessoal,C,8525.0,10.78,1.0,0.09,N,9
262,RKMOpDTp-rOMi,3mDXxMtm-ExpO,faCUFK3Q-1uHB,27.0,83000.0,Hipotecada,11.0,Empreendimento ,C,2500.0,13.99,0.0,0.03,Y,8
263,prUSvO2X-pzzx,I414hOXt-xEMh,x1TGE1zk-SOBe,30.0,72000.0,Hipotecada,3.0,Médico,A,14000.0,6.99,0.0,0.19,N,9
264,93nBCu8F-qOmS,cgExUcnI-TB9j,QFUMtAgP-qqcf,32.0,59000.0,Aluguel,1.0,Pessoal,D,8000.0,14.96,1.0,0.14,Y,10
265,1HTFGRZY-4mTp,JxrzT2BW-OAqw,uBTFHi7c-ZWes,22.0,14400.0,Aluguel,0.0,Melhora do lar,E,4400.0,19.91,1.0,0.31,N,4
266,qdRmbLR7-dCdi,r8Fe5XFx-GoNC,1oNa4ln2-5QRq,37.0,36000.0,Hipotecada,21.0,Empreendimento ,A,8000.0,7.88,0.0,0.22,N,15
267,2QBI8Qdq-GwwM,US4nD5vf-ChQv,MHXnvdjy-aTBe,21.0,65004.0,Hipotecada,5.0,Pagamento de débitos,B,5000.0,9.99,0.0,0.08,N,3
268,o1NyLXQN-ovYU,M9kZhTzz-BiIr,jN1SRQUt-QWth,36.0,45000.0,Aluguel,4.0,Médico,B,20000.0,11.36,1.0,0.44,N,14
269,n5XOs5Bp-4p59,tmeYuodL-eetk,y57t68KE-j89p,22.0,60000.0,Aluguel,6.0,Pessoal,A,14000.0,6.03,0.0,0.23,N,2
270,hvkTQGus-25Hn,LasrPqM5-KTGH,PLFEUmZD-hZ7B,21.0,84000.0,Hipotecada,5.0,Educativo,B,2500.0,9.99,0.0,0.03,N,4
271,tkOdOb1H-aGt9,SQBYUsK5-hEjh,qEvwNeqd-zJgd,37.0,89532.0,Aluguel,9.0,Médico,B,6600.0,12.53,0.0,0.07,N,12
272,vwKpR9gN-4wlp,xzEYB0Wm-IIU7,prs2c4Ur-YQWj,29.0,43000.0,Aluguel,1.0,Médico,B,6000.0,11.14,0.0,0.14,N,7
273,W1Ukd6vk-ofnc,16OjsCXw-PMic,aIHraCfT-QDLE,28.0,98000.0,Aluguel,6.0,Educativo,A,4000.0,7.51,1.0,0.04,N,7
274,7xBTR5Xc-fKMr,vA9Eo166-NTrl,vfK6myHl-d9g6,37.0,63000.0,Aluguel,1.0,Pagamento de débitos,A,14900.0,9.63,0.0,0.24,N,13
275,T1iq7xpv-41Fa,mD49akDA-s4O3,2tjCLszN-Gt0F,32.0,56784.0,Própria,3.0,Pessoal,D,12000.0,14.96,0.0,0.21,Y,10
276,hhnkqrwJ-3zzf,ahMywELx-7o8k,2U4ZM4Ev-Rqbt,53.0,46000.0,Própria,9.0,Pessoal,B,4925.0,11.71,0.0,0.11,N,23
277,27yc21lz-GvUj,7jNREXq9-xMfW,1RSei81H-tFTR,30.0,98000.0,Hipotecada,8.0,Empreendimento ,A,3500.0,7.68,0.0,0.04,N,10
278,DSE0NW43-TKcs,Se6nMKxy-YsJW,iAkqi2a4-ddaM,69.0,80000.0,Aluguel,12.0,Médico,C,4800.0,14.79,0.0,0.06,Y,22
279,BuunUnne-J1Ag,FRnLtrAj-8r65,0wNnPMoW-nGmm,25.0,42000.0,Aluguel,3.0,Educativo,C,10000.0,13.8,1.0,0.24,N,2
280,M7v6eyLG-26D0,IOMkIRcN-wXBu,JBSnaQ5c-FyTs,23.0,44340.0,Própria,0.0,Empreendimento ,C,3000.0,12.98,0.0,0.07,Y,3
281,06Nv331q-J1jv,bkdkrF7O-1gSm,7TRruLfp-QSy1,51.0,667680.0,Hipotecada,19.0,Pessoal,C,10000.0,13.98,0.0,0.01,Y,22
282,Jsf7ttfq-cOOz,OXr1D774-YrM6,v0Hv69wF-0cOF,32.0,54000.0,Hipotecada,2.0,Melhora do lar,B,7125.0,9.99,1.0,0.13,N,6
283,aIE5JiG8-8RNF,dPLn7DBG-JKo7,RoRQeLWI-q6pA,22.0,47540.0,Hipotecada,4.0,Médico,B,12250.0,10.62,0.0,0.26,N,2
284,XGrCoDSO-o1xh,Xf5yXYgw-c8Dj,wnkIY26E-YjPD,22.0,41000.0,Aluguel,2.0,Pagamento de débitos,D,3600.0,16.77,1.0,0.09,Y,3
285,qCQuPOY9-9C0D,37OAJdT7-1hqj,7xS7OcWa-ETrg,32.0,70000.0,Própria,1.0,Médico,A,14400.0,7.88,0.0,0.21,N,10
286,bkDJAYB9-hBtS,L8doEqSe-ADQz,3kXp38hT-aIrH,32.0,61900.0,Aluguel,4.0,Melhora do lar,C,1500.0,13.23,0.0,0.02,Y,7
287,rBNJbNd9-MZSo,0rA4YmRN-CBiY,CdzOH6c8-ms2P,23.0,115000.0,Hipotecada,7.0,Educativo,C,10000.0,14.27,0.0,0.09,N,2
288,Uqsqyyca-wl9E,2Bugq7PU-rQ39,DScKqKXd-gYhC,23.0,56100.0,Hipotecada,3.0,Médico,B,5650.0,10.99,1.0,0.09,N,3
289,ewmv3lNA-tdBE,Gq6rlqeY-Z6wX,mz4kSDoN-0LjI,32.0,1200000.0,Hipotecada,1.0,Empreendimento ,A,12000.0,7.51,0.0,0.01,N,8
290,d10HdjX9-xlsy,Y35IUP7q-3ApP,6E2FlXRc-5h6X,24.0,41000.0,Aluguel,4.0,Médico,C,15600.0,12.87,1.0,0.38,Y,3
291,warBwxKC-A2HA,QmyTT0ue-YRzo,Q4gim75Q-SNvM,26.0,80000.0,Hipotecada,5.0,Empreendimento ,D,12000.0,16.29,0.0,0.15,N,2
292,EF6ZgCkD-8S7G,5hcf3Flx-cs9J,ie7wWwFR-9G15,22.0,42000.0,Aluguel,2.0,Educativo,A,6500.0,5.99,0.0,0.15,N,2
293,zyGQmI1v-kxO9,6OaqsYkn-21f8,TAirnpRC-xRpg,24.0,56100.0,Aluguel,7.0,Médico,D,25000.0,16.49,1.0,0.38,N,4
294,X37IRs9S-wl0A,FW5qnhkC-QCDv,93u6RjHO-B9qA,23.0,98280.0,Hipotecada,7.0,Pessoal,A,9400.0,6.62,0.0,0.1,N,3
295,76TDSWLb-AUyI,artAKcDO-Laeb,1DEgb6As-zANJ,27.0,60000.0,Aluguel,8.0,Médico,A,7000.0,6.99,0.0,0.12,N,8
296,d44pxAM6-jiUt,8xjFrsuK-6YrH,8h9fh6D7-oFNn,32.0,35100.0,Hipotecada,3.0,Empreendimento ,D,10000.0,15.95,0.0,0.28,Y,5
297,fGOTdRSB-8508,A1TlrjGo-DAXJ,Nm57TkGH-8BXj,28.0,50000.0,Aluguel,1.0,Pessoal,B,4800.0,10.37,0.0,0.1,N,10
